5000,9.1
10000,8.8
15000,8.5
20000,8.4
25000,8.5
30000,8.5
35000,8.4
40000,8.2
45000,8.5
50000,8.6
55000,8.1
60000,8.5
65000,8.0
70000,8.2
75000,8.5
80000,8.7
85000,8.5
90000,8.2
95000,8.1
100000,8.1
105000,9.4
110000,9.3
115000,10.0
120000,9.6
125000,9.4
130000,9.3
135000,9.4
140000,9.4
145000,9.3
150000,9.5
155000,10.0
160000,9.4
165000,9.5
170000,9.2
175000,9.4
180000,9.4
185000,9.2
190000,9.5
195000,9.3
200000,9.5
205000,12.8
210000,12.7
215000,12.7
220000,12.7
225000,12.7
230000,12.6
235000,12.9
240000,12.7
245000,12.6
250000,12.7
255000,12.7
260000,12.6
265000,12.7
270000,12.7
275000,12.5
280000,12.6
285000,12.7
290000,12.8
295000,12.9
300000,12.7
305000,12.6
310000,12.7
315000,12.7
320000,12.6
325000,12.9
330000,12.7
335000,12.7
340000,12.7
345000,12.7
350000,12.8
355000,12.8
360000,12.8
365000,12.6
370000,12.7
375000,12.7
380000,12.7
385000,12.8
390000,12.7
395000,12.8
400000,12.6
