5000,9.2
10000,8.9
15000,8.5
20000,8.5
25000,8.4
30000,8.3
35000,8.5
40000,8.3
45000,8.4
50000,8.4
55000,8.1
60000,8.4
65000,8.0
70000,8.3
75000,8.2
80000,8.1
85000,8.0
90000,8.2
95000,8.5
100000,8.3
105000,9.4
110000,9.4
115000,9.4
120000,9.3
125000,9.4
130000,9.4
135000,9.3
140000,9.5
145000,9.4
150000,9.3
155000,9.4
160000,9.5
165000,9.3
170000,9.3
175000,9.5
180000,9.5
185000,9.5
190000,9.6
195000,9.5
200000,9.4
205000,12.7
210000,12.8
215000,12.9
220000,12.7
225000,12.8
230000,12.9
235000,12.7
240000,12.8
245000,12.8
250000,12.7
255000,12.7
260000,13.0
265000,12.7
270000,12.7
275000,13.0
280000,12.7
285000,12.7
290000,12.8
295000,12.7
300000,12.6
305000,12.9
310000,12.7
315000,12.9
320000,12.7
325000,12.8
330000,12.7
335000,12.8
340000,12.8
345000,12.9
350000,12.7
355000,12.8
360000,12.9
365000,12.9
370000,12.7
375000,12.8
380000,12.8
385000,13.1
390000,12.9
395000,12.6
400000,12.9
