5000,9.5
10000,8.8
15000,8.5
20000,8.5
25000,8.5
30000,8.2
35000,8.6
40000,8.2
45000,8.3
50000,8.6
55000,8.0
60000,8.2
65000,8.1
70000,8.3
75000,8.0
80000,8.4
85000,8.0
90000,8.2
95000,8.2
100000,8.1
105000,9.4
110000,9.5
115000,9.6
120000,9.4
125000,9.5
130000,9.4
135000,9.3
140000,9.5
145000,9.5
150000,9.4
155000,9.4
160000,9.4
165000,9.4
170000,9.4
175000,9.3
180000,9.5
185000,9.5
190000,9.4
195000,9.4
200000,9.3
205000,12.7
210000,12.6
215000,12.6
220000,12.8
225000,12.7
230000,12.6
235000,12.8
240000,12.6
245000,12.8
250000,12.7
255000,12.7
260000,12.8
265000,12.7
270000,12.6
275000,12.8
280000,12.6
285000,12.8
290000,12.8
295000,12.7
300000,12.8
305000,12.7
310000,12.7
315000,12.7
320000,12.9
325000,12.6
330000,12.9
335000,12.7
340000,12.8
345000,12.6
350000,12.9
355000,12.7
360000,12.7
365000,12.6
370000,12.8
375000,12.7
380000,12.8
385000,12.6
390000,12.7
395000,12.7
400000,12.7
