5000,21.0
10000,19.1
15000,18.3
20000,18.4
25000,18.9
30000,18.2
35000,17.8
40000,18.0
45000,18.0
50000,17.5
55000,17.9
60000,17.4
65000,17.3
70000,17.3
75000,17.5
80000,17.5
85000,17.5
90000,17.3
95000,17.4
100000,17.6
105000,16.8
110000,17.4
115000,17.1
120000,17.2
125000,16.5
130000,17.1
135000,17.4
140000,17.1
145000,17.5
150000,17.5
155000,17.1
160000,17.5
165000,17.3
170000,17.5
175000,17.3
180000,17.4
185000,17.7
190000,18.5
195000,17.1
200000,23.3
205000,19.9
210000,20.0
215000,19.4
220000,19.7
225000,19.3
230000,19.5
235000,19.3
240000,19.5
245000,19.4
250000,19.4
255000,19.8
260000,20.2
265000,19.3
270000,19.5
275000,19.4
280000,19.4
285000,19.4
290000,19.1
295000,19.2
300000,19.3
305000,19.4
310000,19.1
315000,19.3
320000,19.2
325000,19.2
330000,19.2
335000,19.2
340000,19.4
345000,19.3
350000,19.5
355000,19.5
360000,19.5
365000,20.1
370000,19.3
375000,19.2
380000,19.2
385000,19.2
390000,19.2
395000,19.4
400000,19.2
405000,26.6
410000,26.2
415000,26.2
420000,26.3
425000,26.7
430000,28.7
435000,26.7
440000,26.4
445000,26.4
450000,26.2
455000,26.3
460000,26.0
465000,30.8
470000,26.4
475000,27.9
480000,26.2
485000,26.3
490000,26.8
495000,26.3
500000,26.7
505000,26.2
510000,26.3
515000,26.4
520000,27.0
525000,26.3
530000,26.6
535000,26.6
540000,29.5
545000,27.5
550000,26.3
555000,27.3
560000,26.4
565000,26.8
570000,27.1
575000,29.4
580000,26.2
585000,26.3
590000,26.7
595000,26.6
600000,26.4
605000,26.2
610000,26.2
615000,26.4
620000,26.3
625000,26.3
630000,26.3
635000,26.7
640000,27.1
645000,26.8
650000,26.5
655000,26.1
660000,26.2
665000,26.4
670000,26.6
675000,26.4
680000,26.7
685000,26.8
690000,26.6
695000,26.4
700000,26.1
705000,26.3
710000,26.3
715000,26.4
720000,26.5
725000,26.7
730000,26.6
735000,26.2
740000,26.2
745000,26.2
750000,26.3
755000,26.7
760000,26.6
765000,26.3
770000,26.3
775000,26.6
780000,28.5
785000,26.5
790000,26.3
795000,26.5
800000,26.3
