5000,20.1
10000,19.1
15000,18.0
20000,18.3
25000,17.7
30000,17.1
35000,17.4
40000,17.1
45000,17.3
50000,17.3
55000,17.1
60000,17.0
65000,17.1
70000,17.2
75000,17.1
80000,17.2
85000,17.1
90000,17.2
95000,17.0
100000,17.2
105000,16.9
110000,16.6
115000,16.4
120000,16.5
125000,17.3
130000,16.4
135000,16.8
140000,16.5
145000,17.1
150000,16.6
155000,16.6
160000,17.1
165000,16.6
170000,16.7
175000,16.4
180000,16.8
185000,16.9
190000,16.8
195000,17.0
200000,16.6
205000,19.1
210000,19.3
215000,19.1
220000,19.3
225000,19.2
230000,20.4
235000,20.4
240000,19.2
245000,19.2
250000,19.1
255000,19.3
260000,19.3
265000,19.2
270000,19.4
275000,19.2
280000,19.3
285000,19.1
290000,19.2
295000,19.0
300000,19.2
305000,19.1
310000,19.1
315000,19.1
320000,19.3
325000,19.0
330000,19.3
335000,19.2
340000,19.2
345000,19.2
350000,19.6
355000,19.0
360000,19.2
365000,19.2
370000,19.1
375000,19.1
380000,19.2
385000,18.9
390000,19.3
395000,19.1
400000,19.1
405000,26.3
410000,26.2
415000,25.9
420000,26.0
425000,26.1
430000,26.0
435000,26.1
440000,26.1
445000,26.1
450000,26.1
455000,26.0
460000,26.4
465000,27.2
470000,26.1
475000,26.7
480000,26.3
485000,26.4
490000,26.4
495000,26.2
500000,29.2
505000,26.6
510000,26.0
515000,26.5
520000,26.0
525000,26.2
530000,26.1
535000,26.5
540000,26.2
545000,26.3
550000,26.2
555000,26.4
560000,26.6
565000,26.2
570000,26.7
575000,26.3
580000,26.4
585000,26.3
590000,26.1
595000,26.3
600000,26.2
605000,26.3
610000,26.1
615000,26.1
620000,26.3
625000,25.9
630000,26.4
635000,26.7
640000,29.2
645000,26.1
650000,26.2
655000,26.4
660000,26.0
665000,26.2
670000,26.4
675000,26.2
680000,26.5
685000,26.2
690000,27.9
695000,27.0
700000,26.4
705000,26.8
710000,27.8
715000,29.3
720000,26.6
725000,26.5
730000,27.0
735000,26.2
740000,27.0
745000,26.5
750000,26.5
755000,30.3
760000,32.4
765000,28.4
770000,26.7
775000,26.6
780000,26.7
785000,26.3
790000,26.4
795000,26.3
800000,26.5
